Sr. No.,Date(dd/mm/yyyy),Startup Name,Industry Vertical,City / Location,Investors’ Name,InvestmentType,Amount (in USD),Remarks,Year,Source_File
33.0,07/10/2015,Scandid,Product Discovery & comparison App,Pune,Micromax Informatics,Private Equity,,Strategic Funding,2015,Oct_2015.csv
34.0,07/10/2015,StalkBuyLove,Online Apparels Fashion brand,New Delhi,"Mato Peric, Peter Kabel & others",Private Equity,,Series A,2015,Oct_2015.csv
35.0,08/10/2015,ZuperMeal,Home Cooked Food marketplace & Delivery,Mumbai,"Sanjeev Kapoor,  Ravi Saxena & Others",Private Equity,"2,000,000",Series A,2015,Oct_2015.csv
36.0,08/10/2015,Cube26,Gesture based Mobile Development,New Delhi,"Tiger Global Management, Flipkart",Private Equity,"7,700,000",Series A,2015,Oct_2015.csv
37.0,08/10/2015,Mobikon,Hotel Mobile CRM Software platform,Pune / Singapore,"Life.SREDA, Qualgro",Private Equity,,Series B,2015,Oct_2015.csv
38.0,08/10/2015,Grabhouse,Rental Accommodation Search platform,Bangalore,Sequoia and Kalaari Capital.,Private Equity,"10,000,000",Series B,2015,Oct_2015.csv
39.0,08/10/2015,Quifers,Logistics Tech Platform,Mumbai,"Vikas Agarwal, Vishal Khare, Sanjeev Kakkar, Smile Group",Seed Funding,"310,000",,2015,Oct_2015.csv
40.0,09/10/2015,Stockroom.io,Developer Portfolio Showcase platform,Hyderabad,Undisclosed Investors,Seed Funding,"70,000",,2015,Oct_2015.csv
41.0,09/10/2015,Curofy,Doctors Network Mobile App,New Delhi,RoundGlass Partners,Private Equity,,Pre-Series A,2015,Oct_2015.csv
42.0,09/10/2015,Cloud Lending,End-to-End Lending platform,Bangalore / San Mateo,SF Capital Group,Private Equity,"8,000,000",Series A,2015,Oct_2015.csv
43.0,09/10/2015,Inayo,on-demand healthcare marketplace,Mumbai,"Kemark Ventures, Amit Ranjan, Zishaan Hayath and Others",Seed Funding,"300,000",,2015,Oct_2015.csv
44.0,09/10/2015,WoNoBo,360-degree view creating platform,Bangalore,Quikr,Private Equity,,Strategic Funding,2015,Oct_2015.csv
45.0,09/10/2015,Kulzy,Advertising & Marketing Community Networking platform,New Delhi,"Seedfund, Bedrock Ventures",Seed Funding,"1,000,000",,2015,Oct_2015.csv
46.0,09/10/2015,Zeppery,Food Ordering & Delivery App,New Delhi,Suyash Sharma,Seed Funding,"77,000",,2015,Oct_2015.csv
47.0,12/10/2015,Zify,Ride Sharing platform,Hyderabad,Sean O’Sullivan & Others,Seed Funding,"190,000",,2015,Oct_2015.csv
48.0,12/10/2015,Faircent,Online P2P lending marketplace,Gurgaon,Aarin Capital Partners,Private Equity,,Series A,2015,Oct_2015.csv
49.0,12/10/2015,Bizongo,B2B marketplace for industrial goods,Mumbai,Accel Partners,Seed Funding,,,2015,Oct_2015.csv
50.0,12/10/2015,Gridle,Cloud Based Collaboration platform,Ahmedabad,LetsVenture,Seed Funding,"100,000",,2015,Oct_2015.csv
51.0,12/10/2015,Tripoto,global community for travellers,New Delhi,"500 Startups, IDG Ventures & Advantedge fund, Neeraj Arora, Leon Seynave",Private Equity,,Series A,2015,Oct_2015.csv
52.0,12/10/2015,Mubble,Prepaid Bill manager App,Bangalore,Accel Partners,Private Equity,,Series A,2015,Oct_2015.csv
53.0,13/10/2015,Voodoo,Mobile Only Shopping Assistant,New Delhi,SAIF Partners,Seed Funding,"1,000,000",,2015,Oct_2015.csv
54.0,13/10/2015,Lookup,Mobile Messaging Assistant App,Bangalore,"Khosla Impact, Biz Stone, Catamaran Ventures, Global Founders Capital, European investment fund",Private Equity,"2,500,000",Series A,2015,Oct_2015.csv
55.0,14/10/2015,AskMyGift,Personalized Wish List creator app,Noida,Turning Ideas,Seed Funding,"50,000",,2015,Oct_2015.csv
56.0,14/10/2015,Gaana.com,Music Streaming mobile app,Mumbai,Micromax Informatics Ltd,Private Equity,,Strategic Funding,2015,Oct_2015.csv
57.0,14/10/2015,Zappfresh,Raw Meat & Ready to eat food etailer,Gurgaon,Undisclosed Investors,Seed Funding,"77,000",,2015,Oct_2015.csv
58.0,14/10/2015,GymTrekker,Gym Discovery platform,Mumbai,"Dewang Neralla,Roopak Taneja, Manisha Gupta",Seed Funding,,,2015,Oct_2015.csv
59.0,15/10/2015,Bounty App,Online Purchase rewards app,Bangalore,"Fireside Ventures, Mumbai Angels MAPE Advisory Group.",Seed Funding,,,2015,Oct_2015.csv
60.0,16/10/2015,Homers.in,Home rental platform,Gurgaon,"Devesh Rai G, Rajesh Aggarwal, Amitpal Bhutani",Seed Funding,,,2015,Oct_2015.csv
61.0,16/10/2015,mShipper,Crowdsourced Delivery platform,New Delhi,Vijai Laxmi,Seed Funding,,,2015,Oct_2015.csv
62.0,16/10/2015,BolRealty,Real Estate Insights platform,New Delhi,Manpreet Singh,Seed Funding,,,2015,Oct_2015.csv
63.0,17/10/2015,S-Cube Futuretech,Structural & Civil Engg Service Automation,Mumbai,Parampara Capital,Private Equity,"1,000,000",Series A,2015,Oct_2015.csv
64.0,19/10/2015,LetsVenture,Startup Funding Marketplace,Bangalore,"Accel Partners, Anupam Mittal & other marquee investors",Private Equity,,Series A,2015,Oct_2015.csv
65.0,19/10/2015,Citrus Payment,Payments Solution platform,Mumbai,"Sequoia Capital, Ascent Capital, eContext Asia, Beenos Asia",Private Equity,"25,000,000",Series C,2015,Oct_2015.csv
66.0,19/10/2015,Holidify,Travel Destination Discovery platform,New Delhi,Aarti Group,Seed Funding,"100,000",,2015,Oct_2015.csv
67.0,20/10/2015,PrimaSeller,Order Fulfillment SAAS platform,Bangalore,"Dr. Aniruddha Malpani Manish Gupta, M&S Partners & others",Seed Funding,,,2015,Oct_2015.csv
68.0,20/10/2015,Opinio,Last Mile Delivery Service,Bangalore,"Delhivery, Sands Capital and Accel Partners",Private Equity,"7,000,000",Series A,2015,Oct_2015.csv
69.0,20/10/2015,Attune Technologies,Healthcare IT Solutions & services,Chennai,"Qualcomm Venture, Norwest Venture Partners",Private Equity,"10,000,000",Series B,2015,Oct_2015.csv
70.0,20/10/2015,iChef.in,Gourmet Meals Delivery,Mumbai,Springboard Ventures,Private Equity,,,2015,Oct_2015.csv
71.0,21/10/2015,Jiyo Natural,Healthy Meals Food delivery platform,Bangalore,Indian Angel Network,Seed Funding,,,2015,Oct_2015.csv
72.0,21/10/2015,AgentDesks,Real Estate Mobile CRM,New York/ India,"Sierra Ventures, Cota Capital, Vegas Tech Fund",Seed Funding,"2,950,000",,2015,Oct_2015.csv
73.0,21/10/2015,White Owl Brewery,Micro-Brewery,Mumbai,"Arihant Patni, RAAY Global Investments",Private Equity,"1,530,000",Series A,2015,Oct_2015.csv
74.0,21/10/2015,MealHopper,Home Made Food Marketplace,Gurgaon,"Alok Bajpai, Rajnish Kumar, Amit Dey",Seed Funding,"100,000",,2015,Oct_2015.csv
75.0,21/10/2015,Zenify.in,residential rental management platform,Bangalore,"Atul Jalan, Shrikanth & Bharath",Seed Funding,"640,000",,2015,Oct_2015.csv
76.0,21/10/2015,Stockal,Personalized Stock Intelligence Platform,Bangalore,"R Natarajan, Mohan Alexander",Seed Funding,,,2015,Oct_2015.csv
77.0,23/10/2015,Medd,Personal Diagnostic Mobile App,Mumbai,Group of Angel investors,Seed Funding,"150,000",Bridge Round,2015,Oct_2015.csv
78.0,23/10/2015,Leaping Caravan,Online food ordering & Delivery service,Gurgaon,Group of Angel investors,Seed Funding,"150,000",,2015,Oct_2015.csv
79.0,23/10/2015,Frsh,Online food ordering & Delivery service,Gurgaon,"Mumbai Angels, Mayank Bhangdia, Kae Capital",Private Equity,"1,000,000",Bridge Round,2015,Oct_2015.csv
80.0,23/10/2015,Qik Stay,Hotel Aggregator & booking platform,New Delhi,ID Enablers Pvt Ltd,Seed Funding,"250,000",,2015,Oct_2015.csv
81.0,26/10/2015,Parcelled,Online Logistics Platform,Bangalore,Delhivery,Private Equity,"5,000,000",,2015,Oct_2015.csv
82.0,26/10/2015,AlmaMapper,Online Student & Campus Social Networking platform,Ahmedabad,Oswal Techno Ventures LLP,Seed Funding,"400,000",,2015,Oct_2015.csv
83.0,26/10/2015,Flexing It,Professionals & Project Search Marketplace,New Delhi,undisclosed private investors,Seed Funding,"500,000",,2015,Oct_2015.csv
84.0,26/10/2015,Netmeds.com,Online Pharmacy,Chennai,"OrbiMed, Pradip Dadha Group",Private Equity,"50,000,000",Series A,2015,Oct_2015.csv
85.0,26/10/2015,Razorpay,Online Payment Gateway,Jaipur,"Tiger Global Management, Matrix Partners",Private Equity,"9,000,000",Series A,2015,Oct_2015.csv
86.0,27/10/2015,Jombay,Psychometric Test Online Software,Pune,Ventureworks India,Private Equity,,,2015,Oct_2015.csv
87.0,27/10/2015,Happitoo,Location based Nightlife recommendation  Platform,Mumbai,Unnamed investor,Seed Funding,"77,000",,2015,Oct_2015.csv
88.0,27/10/2015,Care24,Professional Health Services Platform,Mumbai,India Quotient,Seed Funding,"350,000",,2015,Oct_2015.csv
89.0,27/10/2015,Roadrunnr,Hyperlocal Logistics Service,Bangalore,"Sequoia Capital, Nexus Venture Partners",Private Equity,"10,000,000",Series B,2015,Oct_2015.csv
90.0,27/10/2015,Simpli5d,Online user engagement platform,Gurgaon,"Redcliffe Capital, YourNest Angel Fund",Private Equity,,Bridge Funding,2015,Oct_2015.csv
91.0,28/10/2015,ORIGA Leasing,Asset Financing platform,Mumbai,"ah! Ventures, 500 Startups & Other HNIs",Seed Funding,"1,100,000",,2015,Oct_2015.csv
92.0,28/10/2015,Smartivity.in,Virtual Reality activity based learning platform,New Delhi,S Chand and Co Pvt Ltd,Seed Funding,"200,000",,2015,Oct_2015.csv
93.0,28/10/2015,UrDoorStep,Online Grocery Store,Bangalore,Jupiter Capital,Private Equity,,Series A,2015,Oct_2015.csv
94.0,29/10/2015,Tavaga,Investment management platform,Mumbai,Tracxn Syndicate,Seed Funding,,,2015,Oct_2015.csv
95.0,29/10/2015,Moglix,Industrial Toons Marketplace,Noida,"Accel Partner, Jungle Ventures",Private Equity,,pre-Series A,2015,Oct_2015.csv
96.0,29/10/2015,ZopHop,Public Commute helper App,Mumbai,"Amit Singhal, PK Gulati & others",Seed Funding,"450,000",,2015,Oct_2015.csv
97.0,30/10/2015,Niki.ai,Artificial Intelligence Ecommerce Chatbot,Bangalore,Unilazer Ventures,Seed Funding,,,2015,Oct_2015.csv
98.0,30/10/2015,Instavans,Truck Aggregator & Logistics service,Bangalore,Suresh Vaswani,Seed Funding,,,2015,Oct_2015.csv
100.0,30/10/2015,LiftO,Ridesharing Mobile app,Mumbai,"Rajesh Bhatia, Dheeraj Mehta & Others",Seed Funding,"130,000",,2015,Oct_2015.csv
101.0,30/10/2015,TinyOwl,Food Discovery & Delivery Mobile app,Mumbai,"Sequoia Capital, Matrix Partners",Private Equity,"7,500,000",Series B,2015,Oct_2015.csv
102.0,30/10/2015,Toppr.com,Competitive exam learning platform,Mumbai,InnoVen Capital,Private Equity,"2,000,000",Series C,2015,Oct_2015.csv
103.0,30/10/2015,Kleeto,Document Digitization platform,Gurgaon,GREX,Seed Funding,"230,000",pre-Series A,2015,Oct_2015.csv
104.0,30/10/2015,BeaconsTalk,proximity marketing & Mobile Advertising platform,Mumbai,Puneet Bhatia & others,Seed Funding,"80,000",,2015,Oct_2015.csv
105.0,31/10/2015,Jugnoo,Autorickshaw Aggregator & Booking platform,Chandigarh,Paytm,Private Equity,"10,000,000",Series B,2015,Oct_2015.csv
1.0,01/09/2015,TOFlo,FinTech Startup Incubation platform,Mumbai,Tania Johny Palathinkal,Seed Funding,"100,000",,2015,Sep_2015.csv
2.0,01/09/2015,FXMartIndia,Payment Services platform,Chandigarh,Flipkart,Private Equity,,Strategic Investment (Majority Stake),2015,Sep_2015.csv
3.0,01/09/2015,Stylecracker,Personalized Styling platform,Mumbai,Group of HNI investors,Private Equity,"1,000,000",Series A,2015,Sep_2015.csv
4.0,01/09/2015,Luxuryhues,Luxury goods  Shopping Platform,Gurgaon,Reliance Capital,Private Equity,"900,000",Series A,2015,Sep_2015.csv
5.0,02/09/2015,HolaChef,Food Delivery Platform,Mumbai,Ratan Tata,Private Equity,,Part of Series A raised inJune 2015,2015,Sep_2015.csv
6.0,02/09/2015,Zivame,Online Lingerie Marketplace,Bangalore,"Zodius Technology Fund, Khazanah Nasional Berhad",Private Equity,"40,000,000",Series C,2015,Sep_2015.csv
7.0,02/09/2015,Capillary Tech,Cloud software solutions,New Delhi,"Warburg Pincus, Sequoia Capital, Norwest Venture Partners",Private Equity,"45,000,000",Series D,2015,Sep_2015.csv
8.0,03/09/2015,Jobspire,Job Search Platform,Bangalore,Purvi Capital,Seed Funding,"260,000",,2015,Sep_2015.csv
9.0,03/09/2015,MeraDoctor,Doctor consultancy Mobile App,Mumbai,India Quotient & other investors,Seed Funding,,,2015,Sep_2015.csv
10.0,03/09/2015,Vistaar Finance,Small Business Financing (NBFC),Bangalore,"WestBridge Capital, Omidyar Network, Elevar Equity, Saama Capital,  Lok Capital",Private Equity,"40,000,000",,2015,Sep_2015.csv
11.0,03/09/2015,HiJinny,Beauty & Wellness Services Marketplace,Mumbai,CMYK Health Boutique Pvt Ltd & Other individual investors,Seed Funding,,,2015,Sep_2015.csv
12.0,04/09/2015,Clapsnslaps,Online Movie Review Platform,Mumbai,R M Picture Company Pvt. Ltd.,Seed Funding,"150,000",,2015,Sep_2015.csv
13.0,04/09/2015,Blubox,ECommerce Brands’ Full Service Agency,Mumbai,Ashish Jhalani,Seed Funding,"100,000",,2015,Sep_2015.csv
14.0,04/09/2015,RoomCentral,Cloud-based Hotel Booking Platform,Bangalore,Karanpal Singh,Seed Funding,"2,000,000",,2015,Sep_2015.csv
15.0,07/09/2015,YouthKiAwaaz,Community Driven News/Views Platform,New Delhi,"Raghav Bahl, Ritu Kapur",Seed Funding,"600,000",,2015,Sep_2015.csv
16.0,07/09/2015,Prozo,Study Material Marketplace,New Delhi,"Nalin Jain, Shomil Pant, Dinesh Kundu & others",Seed Funding,"205,000",,2015,Sep_2015.csv
17.0,07/09/2015,Zomato,Restaurant Ratings & Reviews platform,Gurgaon,"Temasek, Vy Capital",Private Equity,"60,000,000",Late Stage,2015,Sep_2015.csv
18.0,07/09/2015,Sahayog Dairy,Dairy Based Product Manufacturer,Bhopal,Acumen Fund,Private Equity,"1,800,000",Series A,2015,Sep_2015.csv
19.0,08/09/2015,MockBank,Government Test Preparation platform,Bangalore,Blume Ventures,Seed Funding,"400,000",,2015,Sep_2015.csv
20.0,08/09/2015,ReportBee,Smart Report Cards for Schools,Chennai,India Educational Investment Fund,Seed Funding,,,2015,Sep_2015.csv
21.0,08/09/2015,GuruG Learning,Teacher empowerment platform,Bangalore,India Educational Investment Fund,Seed Funding,,,2015,Sep_2015.csv
22.0,10/09/2015,OnlineTyari,Multilingual Test Preparation Platform,Gurgaon,"500 Startups, TV Mohandas Pai, Tandem Capital, Vikram Chachra, Aloke Bajpai",Private Equity,"770,000",Series A,2015,Sep_2015.csv
23.0,10/09/2015,IndustryBuying,Industrial Tools Marketplace,New Delhi,"Kalaari Capital, SAIF Partners, Beenextan investment fund",Private Equity,"9,200,000",Series B,2015,Sep_2015.csv
24.0,10/09/2015,The/Nudge Foundation,Non Profit Organization to alleviate poverty,Bangalore,"Nanadan Nilekani, InMobi, Paytm",Seed Funding,"315,000",,2015,Sep_2015.csv
25.0,11/09/2015,FitMeIn,Gym & Fitness Studios Subscription platform,New Delhi,Green House Ventures,Seed Funding,"100,000",,2015,Sep_2015.csv
26.0,11/09/2015,Envoged,pre-used luxury item Marketplace,Mumbai,"Ankush Nijhawan, Manish Dhingra, Gaurav Bhatnagar",Seed Funding,,,2015,Sep_2015.csv
27.0,11/09/2015,Zapyle,pre-used apparel shopping mobile app,Bangalore,,Seed Funding,"1,000,000",,2015,Sep_2015.csv
28.0,11/09/2015,Renomania,Home Design & Décor platform,New Delhi,Subodh Gupta,Seed Funding,,,2015,Sep_2015.csv
29.0,12/09/2015,CredR,Used Vehicles Marketplace,Mumbai,Eight Road Ventures,Private Equity,"15,000,000",Series A,2015,Sep_2015.csv
30.0,12/09/2015,YatraGenie,Online Bus & Cab ticketing platform,Hyderabad,Ash Bhardwaj,Private Equity,,Series A,2015,Sep_2015.csv
31.0,14/09/2015,CanvasFlip,Mobile App testing platform,Hyderabad,Bessemer Venture Partners,Seed Funding,"1,200,000",,2015,Sep_2015.csv
32.0,14/09/2015,Shadowfax,Hyperlocal Delivery Services,Gurgaon,Eight Roads Ventures,Private Equity,"9,000,000",Series A,2015,Sep_2015.csv
33.0,14/09/2015,UE Life Sciences,Early Cancer Detection Solutions,US/India,"Aarin Capital, Unitus Seed Fund",Private Equity,"3,000,000",Series A,2015,Sep_2015.csv
34.0,14/09/2015,Ola Cabs,Cab rental Mobile app,Bangalore,"Falcon Edge Capital, NY based Hedge Fund, Tiger Global, Softbank",Private Equity,"225,000,000",Late Stage,2015,Sep_2015.csv
35.0,15/09/2015,Coverfox,Online Insurance Distribution Platform,Mumbai,Cataraman Ventures,Private Equity,"2,000,000",Part of $12M Series B funding,2015,Sep_2015.csv
36.0,15/09/2015,MoEngage,Mobile Marketing Automation Platform,Bangalore,"Helion Venture Partners, Exfinity Ventures",Private Equity,"4,250,000",Series A,2015,Sep_2015.csv
37.0,15/09/2015,Mubble,Prepaid Mobile Bill Manager App,Bangalore,Nandan Nilekani,Seed Funding,,,2015,Sep_2015.csv
38.0,15/09/2015,Tea Trails,Chain of Tea Café’s,Mumbai,"Anil Matai, Vikram Tandon, Shyam Sundar R & others",Seed Funding,"1,000,000",,2015,Sep_2015.csv
39.0,15/09/2015,Room on Call,Branded Budget Hotel Marketplace,Noida,Payal Syal,Seed Funding,"300,000",,2015,Sep_2015.csv
40.0,15/09/2015,FYNE,Home Fitting & Fixtures Marketplace,Bangalore,Sandeep Dama & Others,Seed Funding,,Pre-Series A,2015,Sep_2015.csv
41.0,16/09/2015,ChaiPoint,Food Subscription platform,Bangalore,Eight Roads Ventures,Private Equity,"10,000,000",Series A,2015,Sep_2015.csv
42.0,16/09/2015,WedmeGood.com,Wedding Planning Platform,Gurgaon,Indian Angel Network,Seed Funding,"410,000",,2015,Sep_2015.csv
43.0,16/09/2015,XSTOK,B2B Mobile Auction Marketplace,Mumbai,Oliphans Capital,Seed Funding,"450,000",,2015,Sep_2015.csv
44.0,17/09/2015,UniLog,ECommerce Data Analytics Platform,Bangalore,Kalaari Capital,Private Equity,,,2015,Sep_2015.csv
45.0,17/09/2015,Paintcollar,Designer Merchandize Marketplace,Mumbai,Applyifi,Seed Funding,,Bridge Funding,2015,Sep_2015.csv
46.0,17/09/2015,YepMe,Private label Fashion eTailer,Gurgaon,"Khazanah Nasional Berhad, Helion Venture Partners",Private Equity,"75,000,000",Series D,2015,Sep_2015.csv
47.0,17/09/2015,Bueno,Online Food ordering & delivery,Gurgaon,High Networth Individuals (No details),Seed Funding,"600,000",,2015,Sep_2015.csv
48.0,18/09/2015,Plabro,Real Estate Broker Platform App,New Delhi,"Sachin Bansal & Binny Bansal, Sol Primero, Outbox Ventures, Sangram Singh",Seed Funding,"350,000",,2015,Sep_2015.csv
49.0,18/09/2015,CureJoy,Online Health & Wellness platform,Bangalore,"Accel Partners, Subrata Mitra, Larry Braitman, Venk Krishna",Private Equity,"1,150,000",Pre-Series A,2015,Sep_2015.csv
50.0,18/09/2015,Briston Technomach,Internet of Things platform,New Delhi,Undisclosed,Seed Funding,"150,000",,2015,Sep_2015.csv
51.0,18/09/2015,LabStreet,Diagnostic Labs aggregator platform,Gurgaon,Multiple investors,Seed Funding,"150,000",,2015,Sep_2015.csv
52.0,19/09/2015,DailyNinja,Hyperlocal Delivery Platform,Bangalore,"Aprameya Radhakrishna, Naman Sarawagi, Afsal Salu,",Seed Funding,,,2015,Sep_2015.csv
53.0,21/09/2015,Portea Medical,Home Medical Care Services,Bangalore,"Accel Partners, International Finance Corporation (IFC), Qualcomm Ventures, Ventureast",Private Equity,"37,500,000",,2015,Sep_2015.csv
54.0,21/09/2015,Neotrade Analytics,Real-Time stock data platform,Bangalore,Rainmatter,Seed Funding,"235,000",,2015,Sep_2015.csv
55.0,21/09/2015,DishCo,Food discovery & table booking app,Mumbai,"Anand Mahindra, Uday Punj, Ashish Hemrajani, Sanjeev Mehra",Seed Funding,,,2015,Sep_2015.csv
56.0,21/09/2015,LafaLafa,coupons and cashback aggregator app,Mumbai,500 Startups,Seed Funding,"125,000",thru Accelerator,2015,Sep_2015.csv
57.0,21/09/2015,ConnectAbank,Financial Products lead generation platform,Mumbai,Prakhar Bumb,Seed Funding,,,2015,Sep_2015.csv
58.0,22/09/2015,VillFarm,Sustainable Agri-inputs Firm,Bangalore,"Unitus Seed Fund, Rianta Capital, R Ramaraj, Sunil Edwards",Seed Funding,,,2015,Sep_2015.csv
59.0,22/09/2015,Bestdealfinance,Financial Services Portal,Mumbai,"Kalaari Capital, YourNest Angel Fund",Private Equity,"3,000,000",Series A,2015,Sep_2015.csv
60.0,22/09/2015,GameXS.in,Pre-owned games Marketplace,New Delhi,Lead Angels,Seed Funding,,,2015,Sep_2015.csv
61.0,22/09/2015,The Man Company,Content-based Subscription eCommerce platform,New Delhi,"Karan Bajwa, Amanpreet Bajaj, Manish Vij",Seed Funding,,,2015,Sep_2015.csv
62.0,22/09/2015,Virtual Logic,"virtual reality, 3d simulation and stereoscopic products",Bangalore,Swarnim Multiventures,Private Equity,"800,000",Pre-Series A,2015,Sep_2015.csv
63.0,22/09/2015,Furdo,Online Interior Designing platform,Bangalore,Bhavdeep Reddy,Seed Funding,"400,000",,2015,Sep_2015.csv
64.0,22/09/2015,LogiNext,End-to-end Logistics platform,Mumbai,Paytm,Private Equity,"10,000,000",Series A,2015,Sep_2015.csv
65.0,22/09/2015,Korra,Private Label Apparel sales,New Delhi,Asha Jadeja Motwani & Others,Seed Funding,"300,000",,2015,Sep_2015.csv
66.0,23/09/2015,Credihealth,Healthcare Consulting platform,Gurgaon,Rajat Malhotra,Seed Funding,,,2015,Sep_2015.csv
67.0,23/09/2015,Amigobulls,Stock Market Portal,Bangalore,"Sharad Sharma, Vijay Anand, Mohandas Pai. Pallav Nadhani, Singapore Angels Network & others",Seed Funding,,,2015,Sep_2015.csv
68.0,23/09/2015,SilverPush,Cross-device retargeting platform,Gurgaon / SFO,M&S Partners,Private Equity,"1,200,000",Series A,2015,Sep_2015.csv
69.0,23/09/2015,Juggernaut,Digital & Physical Publishing platform,New Delhi,"William Bissell, Neeraj Aggarwal, Nandan Nilekani",Private Equity,"2,250,000",Series A,2015,Sep_2015.csv
70.0,23/09/2015,InnerChef,Food Delivery Platform,New Delhi,"Phanindra Sama, Anupam Mittal, Vijay Shekhar Sharma, Vishal Gondal, Sateesh Andara & others",Private Equity,"1,750,000",pre-Series A,2015,Sep_2015.csv
71.0,24/09/2015,Quintype,Data Driven Publishing platform,Bangalore,Raghav Bahl,Private Equity,"3,300,000",,2015,Sep_2015.csv
72.0,24/09/2015,Capabiliti,Employee OnBoarding & Orientation platform,Noida,"500 Startups, Smile Multimedia, Kunal Bahl, Rohit Bansal, Girish Matrubootham",Seed Funding,"400,000",,2015,Sep_2015.csv
73.0,24/09/2015,Fourth Partner Energy,Solar Power Solutions company,Hyderabad,"Infuse Ventures, The Chennai Angels",Private Equity,"2,000,000",Series A,2015,Sep_2015.csv
74.0,24/09/2015,Licious,Online Meat Ordering platform,Bangalore,"Kanwaljit Singh, TV Mohandas Pai",Seed Funding,"1,000,000",,2015,Sep_2015.csv
75.0,25/09/2015,TravelKhana,online meal-booking platform for train travelers,New Delhi,Astarc Ventures & Others,Seed Funding,,Pre-Series A,2015,Sep_2015.csv
76.0,28/09/2015,Quickli,hyperlocal delivery platform,New Delhi,"500 Startups, Mato Peric & Others",Seed Funding,,,2015,Sep_2015.csv
77.0,28/09/2015,Ola Cabs,Cab Booking app platform,Bangalore,Didi Kuaidi,Private Equity,"30,000,000",late Stage (part of $500M funding rnd),2015,Sep_2015.csv
78.0,29/09/2015,Paytm,E-Commerce & M-Commerce platform,New Delhi,"Alibaba Group, Ant Financial",Private Equity,"680,000,000",Late Stage (Alibaba @ 40% equity),2015,Sep_2015.csv
79.0,29/09/2015,Inmobi,Mobile Advertising platform,Bangalore,Tennenbaum Capital Partners & Others,Private Equity,"100,000,000",Late Stage,2015,Sep_2015.csv
80.0,29/09/2015,Peppertap,Hyperlocal Grocery Delivery,Gurgaon,"Sequoia India, SAIF Partners.",Private Equity,"36,000,000",Series B,2015,Sep_2015.csv
81.0,29/09/2015,Hugefly,Ecommerce Product recommendation platform,Pune,Mayank Singhal and others,Seed Funding,,,2015,Sep_2015.csv
82.0,29/09/2015,Brigge,Activity Based Social Network,Chennai,The Chennai Angels,Seed Funding,,,2015,Sep_2015.csv
83.0,29/09/2015,Zakoopi,Fashion Discovery platform,New Delhi,Uniqorn Ventures,Seed Funding,"350,000",,2015,Sep_2015.csv
84.0,29/09/2015,LoanCircle,Consumer lending marketplace,Bangalore,"Zishaan Hayath, Rahul Khanna & Others",Seed Funding,,,2015,Sep_2015.csv
85.0,30/09/2015,Infoworks,Big Data Management Platform,Bangalore / USA,"Nexus Venture Partners, Knoll Ventures and others",Private Equity,"5,000,000",,2015,Sep_2015.csv
86.0,30/09/2015,RedDoorz,Budget Accommodation Platform,Noida,Jungle Ventures,Seed Funding,"1,000,000",,2015,Sep_2015.csv
87.0,30/09/2015,FirstTouch,Local Mobile OS,Gurgaon,"Kunal Bahl, Rohit Bansal, Pranay Chulet, Naveen Tiwari, Amit Gupta, Mayank Singhal",Seed Funding,,Super angel round,2015,Sep_2015.csv
88.0,30/09/2015,Eywa Media,Digital Signal processing platform,Bangalore,"ah! Ventures,Viktor Koenig PE Fund, Mantra Ventures",Seed Funding,"1,000,000",,2015,Sep_2015.csv
89.0,,,,,,,,,2015,Sep_2015.csv
90.0,,,,,,,,,2015,Sep_2015.csv
,,,,,,,,,2015,Sep_2015.csv
