Sr. No.,Date(dd/mm/yyyy),Startup Name,Industry/ Vertical,Sub-Vertical,City / Location,Investors’ Name,InvestmentType,Amount (in USD),Year,Source_File,Date,Industry/Vertical,City,Investor Name,Investment Type,Amount(in USD),Invest-mentType
1.0,01/04/2017,Cashe,Consumer Internet,Online & Mobile based Lending platform,Mumbai,"Mathew Cyriac, Florintree Advisors,",Private Equity,"3,800,000",2017,Apr_2017.csv,,,,,,,
2.0,03/04/2017,Eruditus,Education,Executive Education Provider,Mumbai,Bertelsmann India,Private Equity,"8,200,000",2017,Apr_2017.csv,,,,,,,
3.0,03/04/2017,TestBook,Consumer Internet,Online Test Preparation Platform,Mumbai,Matrix Partners India,Private Equity,,2017,Apr_2017.csv,,,,,,,
4.0,03/04/2017,Healthcare at Home,Healthcare,Home Healthcare Provider,Noida,Quadria Capital Advisors,Private Equity,"40,000,000",2017,Apr_2017.csv,,,,,,,
5.0,03/04/2017,Tyre Express,Technology,Enterprise IoT solutions For Tyre Performance,Mumbai,Rohitash Gupta,Seed Funding,,2017,Apr_2017.csv,,,,,,,
6.0,03/04/2017,SmartCoin,Consumer Internet,Micro Lending platform,Bangalore,Unicorn India Ventures & Others,Private Equity,,2017,Apr_2017.csv,,,,,,,
7.0,04/04/2017,WayCool,Food & Beverage,Fresh-Produce Distribution Platform,Chennai,Aspada Investments,Private Equity,"2,700,000",2017,Apr_2017.csv,,,,,,,
8.0,04/04/2017,Perfios,Technology,Fin-Tech Solutions,Bangalore,Bessemer Venture Partners,Private Equity,"6,100,000",2017,Apr_2017.csv,,,,,,,
9.0,04/04/2017,Whatfix,Technology,Interactive Tech-Support Guides,Bangalore,"Stellaris Venture Partners, Helion Venture Partners, Powerhouse Ventures, Gokul Rajaram, Girish Mathrubootham, Aneesh Reddy, Vispi Daver",Private Equity,"3,690,000",2017,Apr_2017.csv,,,,,,,
10.0,04/04/2017,ElastiRun,Technology,App based Logistics & Distribution platform,Pune,"Kalaari Capital, Norwest Venture Partners",Private Equity,"7,000,000",2017,Apr_2017.csv,,,,,,,
11.0,04/04/2017,Trukky,Consumer Internet,Online Truck Aggregator & Booking platform,Ahmedabad,"Keyur Joshi, Pavan Bakeri",Seed Funding,"500,000",2017,Apr_2017.csv,,,,,,,
12.0,04/04/2017,Konsult App,Consumer Internet,App based Doctor Consulting platform,New Delhi,"Koen Bouwers, Lomesh Agarwal, Jeroen Mensen, Pablo van den Bosch & Others",Seed Funding,"500,000",2017,Apr_2017.csv,,,,,,,
13.0,05/04/2017,Credit Sudhaar,Consumer Internet,Credit Score Improvement platform,Mumbai,"Deepak Kulkarni, Sandeep Pangal",Seed Funding,,2017,Apr_2017.csv,,,,,,,
14.0,05/04/2017,Fingerlix,Consumer Internet,Food Delivery Platform,Mumbai,Zephyr Peacock India,Private Equity,"3,000,000",2017,Apr_2017.csv,,,,,,,
15.0,05/04/2017,DataWeave,Technology,Business Intelligence Solutions,Bangalore,"FreakOut Group, Blume Ventures, Herb Madan, WaterBridge Ventures",Private Equity,,2017,Apr_2017.csv,,,,,,,
16.0,06/04/2017,Medwell Ventures,Healthcare,Home-Based Healthcare provider,Bangalore,"Mahindra Partners, Eight Roads Ventures, F-Prime Capital Partners",Private Equity,"21,000,000",2017,Apr_2017.csv,,,,,,,
17.0,06/04/2017,Mech Mocha,Consumer Internet,Mobile gaming startup,Bangalore,"Accel Partners, Shunwei Capital",Private Equity,"5,000,000",2017,Apr_2017.csv,,,,,,,
18.0,07/04/2017,Startup Buddy,Consumer Internet,Startup Support Platform,Gurgaon,"YouWeCan Ventures,",Seed Funding,,2017,Apr_2017.csv,,,,,,,
19.0,07/04/2017,QorQI,Healthcare,Online Healthcare provider,Noida,Paytm,Seed Funding,,2017,Apr_2017.csv,,,,,,,
20.0,07/04/2017,Twenty Two Motors,Technology,Smart Scooter manufacturer,Gurgaon,"Ishwar Singh,Farhaan Shabbir",Seed Funding,,2017,Apr_2017.csv,,,,,,,
21.0,07/04/2017,PharmEasy,eCommerce,Online Pharmacy,Mumbai,"Bessemer Venture Partners, Orios Venture Partners, Trifecta Capital,",Private Equity,"18,000,000",2017,Apr_2017.csv,,,,,,,
22.0,08/04/2017,WonderChef,eCommerce,Online marketplace for kitchen products,Mumbai,Labruyere Eberlé,Private Equity,,2017,Apr_2017.csv,,,,,,,
23.0,08/04/2017,FastFox,Consumer Internet,Online rental discovery platform,Gurgaon,"Lightspeed India Partners, Blume Ventures, CyberAgent Ventures, GrowX Ventures, IMJ Investment Partners",Private Equity,"4,600,000",2017,Apr_2017.csv,,,,,,,
24.0,10/04/2017,Omnify,Technology,SaaS platform for SMEs,Bangalore,"Rajan Anandan, L.D Sharma, Saurabh Arora",Seed Funding,"150,000",2017,Apr_2017.csv,,,,,,,
25.0,10/04/2017,Capital Float,Consumer Internet,Online Lending Platform for SME,Bangalore,Mahindra and Mahindra Financial Services,Private Equity,"2,300,000",2017,Apr_2017.csv,,,,,,,
26.0,11/04/2017,Ninjacart,eCommerce,B2B agri-marketing platform,Bangalore,"Accel Partners, Nandan Nilekani’s NRJN Trust, Mistletoe, Qualcomm Ventures, M&S Partners",Private Equity,"5,500,000",2017,Apr_2017.csv,,,,,,,
27.0,11/04/2017,MergerWare,Technology,Software solutions for M&As,Bangalore,Philippe Bouchet,Seed Funding,"100,000",2017,Apr_2017.csv,,,,,,,
28.0,11/04/2017,Sports Flashes,Consumer Internet,Online Sports portal & Mobile app,New Delhi,"Sushil Kumar, Sandeep Singh",Seed Funding,,2017,Apr_2017.csv,,,,,,,
29.0,12/04/2017,Clovia,eCommerce,Online lingerie & Sleepwear etailer,New Delhi,"Ivycap Ventures Advisors, Singularity Ventures and Ravi Dhariwal",Private Equity,"4,000,000",2017,Apr_2017.csv,,,,,,,
30.0,12/04/2017,Emiza,Logistics,Third Party Logistics provider,Mumbai,"Mayfield, Nishant Rao, Dileep Nath",Private Equity,"4,500,000",2017,Apr_2017.csv,,,,,,,
31.0,12/04/2017,HackerEarth,Consumer Internet,Online Skill Assessment Platform,Bangalore,"DHI Group Inc, Prime Venture Partners, Beenext, Beenos, Digital Garage, BizReach",Private Equity,"4,500,000",2017,Apr_2017.csv,,,,,,,
32.0,12/04/2017,Squadrun,Technology,Software-As-a-Service Platform,Noida,"Blume Ventures, Contrarian Capital, 91springboard, Emergent Ventures, Abstract Ventures, Anthill Ventures, Axilor Ventures",Private Equity,"2,100,000",2017,Apr_2017.csv,,,,,,,
33.0,12/04/2017,Tinmen,Consumer Internet,Food Delivery Platform,Hyderabad,"MAPE Advisory Group, R Ramaraj, Corvus Ventures",Seed Funding,,2017,Apr_2017.csv,,,,,,,
34.0,12/04/2017,ScoutMyTrip,Consumer Internet,Online Travel planner,Mumbai,Z Nation Lab,Seed Funding,,2017,Apr_2017.csv,,,,,,,
35.0,13/04/2017,SafetyKart,eCommerce,Safety & Hygiene Products etailer,Gurgaon,Redcliffe Capital,Private Equity,,2017,Apr_2017.csv,,,,,,,
36.0,13/04/2017,WeAreHolidays,Consumer Internet,Travel Packages & Planner marketplace,Gurgaon,"Urrshila Kerkar,",Private Equity,"7,700,000",2017,Apr_2017.csv,,,,,,,
37.0,14/04/2017,Ola Cabs,Consumer Internet,Cab Aggregator App,Bangalore,SIMI Pacific Pte,Private Equity,"260,000,000",2017,Apr_2017.csv,,,,,,,
38.0,15/04/2017,Myly,Consumer Internet,Mobile App for Schools,Jaipur,mall Industries Development Bank of India (SIDBI),Seed Funding,"310,000",2017,Apr_2017.csv,,,,,,,
39.0,17/04/2017,CrediHealth,Consumer Internet,Online Medical Assistance platform,Gurgaon,"Tolaram Inc, Mountain Pine Capital",Private Equity,"1,500,000",2017,Apr_2017.csv,,,,,,,
40.0,17/04/2017,Navia Life Care,Technology,Health Technology platform,New Delhi,Benori Ventures LLP,Seed Funding,,2017,Apr_2017.csv,,,,,,,
41.0,17/04/2017,Raw Pressery,Food & Beverages,Raw Pressed Juices manufacturer,Mumbai,Jacqueline Fernandez,Seed Funding,,2017,Apr_2017.csv,,,,,,,
42.0,17/04/2017,Snackible,Food & Beverages,Healthy Snacks manufacturer,Mumbai,"Nibhrant Shah, Anandbir Singh, Anirudh Sheth, Pratik Singhi, Vikram Mehta, Murali Nair",Seed Funding,"175,000",2017,Apr_2017.csv,,,,,,,
43.0,17/04/2017,Be U Salons,Consumer Internet,Online Salon discovery & Booking Services,New Delhi,"Gaurav Kachru, Sundeep Singh Sahni, Jatin Aneja, Arun Malhotra",Seed Funding,"620,000",2017,Apr_2017.csv,,,,,,,
44.0,17/04/2017,Simulanis,Consumer Internet,eLearning & Skills Development plat,New Delhi,Village Capital,Seed Funding,,2017,Apr_2017.csv,,,,,,,
45.0,17/04/2017,LendingKart,Consumer Internet,Lending platform for small businesses,Ahmedabad,Anicut Capital,Private Equity,"4,650,000",2017,Apr_2017.csv,,,,,,,
46.0,18/04/2017,Innefu Security Consulting,Technology,Cyber Security solutions using AI,New Delhi,IndiaNivesh Venture Capital Fund,Private Equity,"2,000,000",2017,Apr_2017.csv,,,,,,,
47.0,18/04/2017,Whodat,Technology,Markerless AR platform,Bangalore,Ideaspring Capital,Private Equity,"600,000",2017,Apr_2017.csv,,,,,,,
48.0,18/04/2017,Absentia VR,Technology,Virtual Reality Startup,Bangalore,Exfinity Venture Partners,Private Equity,"1,250,000",2017,Apr_2017.csv,,,,,,,
49.0,19/04/2017,IOTrek,Technology,IoT Platform for Bus,New Delhi,Undisclosed Investor,Seed Funding,"155,000",2017,Apr_2017.csv,,,,,,,
50.0,20/04/2017,HolaChef,Consumer Internet,Online Food Delivery,Mumbai,"SIDBI Venture Capital Ltd, Kalaari Capital",Private Equity,"3,000,000",2017,Apr_2017.csv,,,,,,,
51.0,20/04/2017,Wooplr,eCommerce,Social Commerce  Fashion platform,Bangalore,Ankit Nagori,Private Equity,,2017,Apr_2017.csv,,,,,,,
52.0,21/04/2017,Video Ken,Consumer Internet,Video Based Collaborative Learning,Bangalore,"Ravi Garikipati, Surot Chatterjee, Ashish Agrawal, LG Chandrasekhar, Sashi Reddi",Seed Funding,"1,000,000",2017,Apr_2017.csv,,,,,,,
53.0,24/04/2017,Faasos,Food & Beverage,QSR chain and online food delivery,Pune,"Ligthbox Ventures II, Lightbox Expansion Fund, Sequoia Capital India, RuNet South Asia, RB Investments",Private Equity,"6,300,000",2017,Apr_2017.csv,,,,,,,
54.0,24/04/2017,Oyo Rooms,Consumer Internet,Branded Budget Hotels Aggregator,Gurgaon,"SoftBank Vision Fund, Lightspeed Venture Partners, Sequoia Capital India Advisors, Greenoaks Capital Partners",Private Equity,"250,000,000",2017,Apr_2017.csv,,,,,,,
55.0,24/04/2017,Toppr,Consumer Internet,Learning mobile app for students,Mumbai,WGG International,Private Equity,"3,200,000",2017,Apr_2017.csv,,,,,,,
56.0,24/04/2017,Niramai,Healthcare,Breast Cancer Screening Solutions,Bangalore,"pi Ventures, Axilor Ventures, 500 Startups, Binny Bansal",Seed Funding,,2017,Apr_2017.csv,,,,,,,
57.0,25/04/2017,The Office Pass,Consumer Internet,CoWorking Spaces booking platform,Gurgaon,"Arun Tadanki, Aditya Verma",Seed Funding,"245,000",2017,Apr_2017.csv,,,,,,,
58.0,25/04/2017,UrbanClap,Consumer Internet,Mobile Services Marketplace,Gurgaon,Trifecta Capital,Private Equity,"3,100,000",2017,Apr_2017.csv,,,,,,,
59.0,26/04/2017,Awfis,Consumer Internet,Collaborative co-Working Spaces,Mumbai,Sequoia India,Private Equity,"20,000,000",2017,Apr_2017.csv,,,,,,,
60.0,26/04/2017,Myra,Consumer Internet,Online Pharmacy,Bangalore,"Times Internet,Matrix Partners",Private Equity,,2017,Apr_2017.csv,,,,,,,
61.0,26/04/2017,Flytxt,Technology,Customer data analytics software,Mumbai,DAH Beteiligungs GmbH,Private Equity,"11,000,000",2017,Apr_2017.csv,,,,,,,
62.0,26/04/2017,Howdy Ventures,Consumer Internet,Public and Private Events creation app,Chennai,S. Xavier Britto,Seed Funding,"1,500,000",2017,Apr_2017.csv,,,,,,,
63.0,26/04/2017,StalkBuyLove,eCommerce,Online fashion marketplace,New Delhi,Trifecta Capital,Private Equity,"1,000,000",2017,Apr_2017.csv,,,,,,,
64.0,26/04/2017,ZipGo,Consumer Internet,Bus Pooling services platform,Bangalore,"Orios Ventures Partners, Team Builder Ventures, Omidyar Networks",Private Equity,,2017,Apr_2017.csv,,,,,,,
65.0,27/04/2017,Scootsy,Consumer Internet,On-Demand Food Delivery,Mumbai,"Agnus Capital, Khattar Holdings",Private Equity,"3,600,000",2017,Apr_2017.csv,,,,,,,
66.0,27/04/2017,Autobix,Technology,Software Solutions for Auto Dealership,Pune,GardX International,Seed Funding,,2017,Apr_2017.csv,,,,,,,
67.0,27/04/2017,eShiksha,Technology,Education Institution Management Solutions,Jaipur,Cross Border Angels & Experts,Seed Funding,,2017,Apr_2017.csv,,,,,,,
68.0,27/04/2017,iNurture,Consumer Internet,Online Educational courses,Bangalore,BlackSoil Capital Pvt. Ltd,Private Equity,"1,500,000",2017,Apr_2017.csv,,,,,,,
69.0,28/04/2017,Sepalika,Consumer Internet,Healthcare related content platform,New Delhi,Accel Partners,Seed Funding,"750,000",2017,Apr_2017.csv,,,,,,,
70.0,28/04/2017,Mintwalk,Consumer Internet,Financial advisory mobile app,Mumbai,Poshika Financial Ecosystem,Seed Funding,,2017,Apr_2017.csv,,,,,,,
71.0,29/04/2017,Qriyo,Consumer Internet,Tutor Discovery & Booking platform,Jaipur,NB Ventures,Private Equity,,2017,Apr_2017.csv,,,,,,,
72.0,29/04/2017,,,,,,,,2017,Apr_2017.csv,,,,,,,
1.0,,TouchKin,,Predictive Care Platform,,,,,2017,Aug_2017.csv,01/08/2017,Technology,Bangalore,Kae Capital,Private Equity,"1,300,000",
2.0,,Ethinos,,Digital Marketing Agency,,,,,2017,Aug_2017.csv,02/08/2017,Technology,Mumbai,Triton Investment Advisors,Private Equity,,
3.0,,Leverage Edu,,Online platform for Higher Education Services,,,,,2017,Aug_2017.csv,02/08/2017,Consumer Internet,New Delhi,"Kashyap Deorah, Anand Sankeshwar, Deepak Jain, Sadashiva NT, Arjun Mehta, Satish Kaul, Anindya Ghose",Seed Funding,,
4.0,,Zepo,,DIY Ecommerce platform,,,,,2017,Aug_2017.csv,02/08/2017,Consumer Internet,Mumbai,"Kunal Shah, LetsVenture, Anupam Mittal, Hetal Sonpal",Seed Funding,"500,000",
5.0,,Click2Clinic,,healthcare service aggregator,,,,,2017,Aug_2017.csv,02/08/2017,Consumer Internet,Hyderabad,"Narottam Thudi, Shireesh Palle",Seed Funding,"850,000",
6.0,,SpeedBox,,On-Demand Logistics Service provider,,,,,2017,Aug_2017.csv,03/08/2017,Logistics,Mumbai,Cismat Cargo Services Pvt. Ltd.,Seed Funding,"300,000",
7.0,,Skill Connect,,Recruitment Portal,,,,,2017,Aug_2017.csv,03/08/2017,Consumer Internet,Jaipur,Rajasthan Angel Investor Network,Seed Funding,,
8.0,,Chai Point,,Tea Delivery Portal & offline stores,,,,,2017,Aug_2017.csv,03/08/2017,Consumer Internet,Bangalore,"DSG Consumer Partners, Eight Roads Ventures India",Private Equity,,
9.0,,Zoctr,,Health Products & Services Aggregator,,,,,2017,Aug_2017.csv,03/08/2017,Consumer Internet,Mumbai,SIDBI,Private Equity,,
10.0,,Lime Tray,,Restaurant Management Solutions,,,,,2017,Aug_2017.csv,04/08/2017,Technology,New Delhi,JSW Ventures,Private Equity,,
11.0,,CoutLoot,,Fashion Resale Marketplace,,,,,2017,Aug_2017.csv,04/08/2017,eCommerce,Mumbai,"Anuj Puri, Redcliffe Capital, Artha India Ventures, Siddharth Kothari, Apoorv Ranjan Sharma,",Seed Funding,,
12.0,,Box My Space,,Warehouse Aggregator,,,,,2017,Aug_2017.csv,04/08/2017,Logistics,Mumbai,"R. Jayakumar, Vaibhav Vohra, Aditya Vazirani, Rhea Vazirani, AVN Business Solutions, Dreamweaver Investments",Seed Funding,,
13.0,,Curatio,,Skincare Speciality services,,,,,2017,Aug_2017.csv,05/08/2017,Healthcare,Chennai,Anicut Capital,Private Equity,,
14.0,,New Castle Technologies,,Hospital Management Software,,,,,2017,Aug_2017.csv,08/08/2017,Technology,Chennai,Undisclosed investors,Seed Funding,"243,000",
15.0,,My Forex Eye,,foreign exchange services,,,,,2017,Aug_2017.csv,08/08/2017,Consumer Internet,New Delhi,"Rahul Dev Kumar, Rajesh Mahajan, Ankit Sharma and others",Seed Funding,"220,000",
16.0,,TruxApp,,Mobile based Logistics Service,,,,,2017,Aug_2017.csv,09/08/2017,Logistics,New Delhi,"Venugopal Dhoot, Ajay Bhatia, Tarun Khandelwal, Ganpat Singhvi, Mandhian family & Others",Seed Funding,"3,100,000",
17.0,,CroFarm,,Agriculture Supply Chain solutions,,,,,2017,Aug_2017.csv,09/08/2017,Technology,Gurgaon,Factor[e] Ventures,Seed Funding,"783,000",
18.0,,DoodhWala,,Online milk delivery,,,,,2017,Aug_2017.csv,09/08/2017,Consumer Internet,Bangalore,Tom Varkey,Seed Funding,,
19.0,,Stayabode,,Co-Living space aggregator,,,,,2017,Aug_2017.csv,10/08/2017,Consumer Internet,Bangalore,"Incubate Fund, Sanjay Shenoy, Mridul Upreti,",Private Equity,,
20.0,,Flipkart,,Online Marketplace,,,,,2017,Aug_2017.csv,11/08/2017,eCommerce,Bangalore,Softbank,Private Equity,"2,500,000,000",
21.0,,Moong Labs,,Mobile games developer,,,,,2017,Aug_2017.csv,11/08/2017,Technology,New Delhi,Nazara Games,Private Equity,,
22.0,,Ola Cabs,,App based cab aggregation Service,,,,,2017,Aug_2017.csv,11/08/2017,Consumer Internet,Gurgaon,Tekne Capital Management,Private Equity,"36,000,000",
23.0,,Sports Flashes,,Sports Content Mobile App,,,,,2017,Aug_2017.csv,14/08/2017,Consumer Internet,New Delhi,"Bennett, Coleman and Company Ltd (BCCL),",Private Equity,,
24.0,,Digilend,,Personal Loans & EMI solutions platform,,,,,2017,Aug_2017.csv,14/08/2017,Technology,Mumbai,"InCred Finance, Fullerton India Credit Company Ltd",Seed Funding,"312,000",
25.0,,KNAB Finance,,Unsecured Small Business Loans,,,,,2017,Aug_2017.csv,15/08/2017,Consumer Internet,Bangalore,"InCred, Krishnakumar Natarajan, Ravi Bhardwaj",Seed Funding,"385,000",
26.0,,Get Simpl,,Payment Solution Mobile app,,,,,2017,Aug_2017.csv,17/08/2017,Consumer Internet,Mumbai,"Green Visor Capital LP II, IA Venture Strategies Fund II LP, Boillot Family Trust, Russell M Byrne, The Oliver R. Grace, Jr. Millennium Trust, SF Capital Investments LP",Seed Funding,,
27.0,,Rootefy,,Building material online store,,,,,2017,Aug_2017.csv,20/08/2017,eCommerce,New Delhi,"Abhinav Gupta,",Seed Funding,"187,000",
28.0,,Uniphore,,speech recognition startup,,,,,2017,Aug_2017.csv,21/08/2017,Technology,Chennai,IDG Ventures,Private Equity,"6,800,000",
29.0,,Cerebroz,,E-Tech platform,,,,,2017,Aug_2017.csv,21/08/2017,Consumer Internet,Vadodara,Undisclosed HNI’s,Seed Funding,"734,000",
30.0,,Flochat,,instant messaging platform,,,,,2017,Aug_2017.csv,22/08/2017,Consumer Internet,Mumbai,"iSquare Global,",Seed Funding,,
31.0,,EasyGov,,Govt service application portal,,,,,2017,Aug_2017.csv,22/08/2017,Consumer Internet,Noida,"Social Alpha, Rajan Anandan, Rajeev Ahuja, Kshitij Arora",Seed Funding,,
32.0,,Milk Basket,,Online Grocery platform,,,,,2017,Aug_2017.csv,23/08/2017,Consumer Internet,Gurgaon,Blume Ventures. Lenovo Capital and Incubator Group (LCIG),Seed Funding,,
33.0,,Dhruva,,Cloud data protection and management solutions,,,,,2017,Aug_2017.csv,23/08/2017,Technology,Pune,"Riverwood Capital, Sequoia Capital India, Nexus Venture Partners, Tenaya Capital",Private Equity,"80,000,000",
34.0,,Bombay Shaving Company,,Men Grooming product etailer,,,,,2017,Aug_2017.csv,23/08/2017,eCommerce,New Delhi,Fireside Ventures,Private Equity,"2,300,000",
35.0,,Awign,,Operations and manpower outsourcing,,,,,2017,Aug_2017.csv,23/08/2017,Technology,Bangalore,"IIT Ropar, Imanpreet Singh Arora, Sidharth Rozario, Saurabh Abichandani, Shikhar Gupta,",Seed Funding,,
36.0,,Indiez,,Software & Mobile app development platform,,,,,2017,Aug_2017.csv,23/08/2017,Technology,Bangalore,Haresh Chawla,Seed Funding,"500,000",
37.0,,Ezetap,,mPOS solutions provider,,,,,2017,Aug_2017.csv,24/08/2017,Technology,Bangalore,"JS Capital Management, Social Capital, Horizons Ventures,",Private Equity,"16,000,000",
38.0,,Ink Monk,,Online printing marketplace,,,,,2017,Aug_2017.csv,25/08/2017,Consumer Internet,Chennai,"VAMM Ventures, Raksul, Dena",Seed Funding,"750,000",
39.0,,Medinfi,,Online Doctor Discovery Platform,,,,,2017,Aug_2017.csv,25/08/2017,Consumer Internet,Bangalore,"PBS Srinivas, Vinod Martin,",Seed Funding,"125,000",
40.0,,Mobikon,,Restaurant & Hotel CRM platform,,,,,2017,Aug_2017.csv,28/08/2017,Technology,Pune,"Sistema Asia Fund, C31 Ventures, Qualgro.",Private Equity,"7,000,000",
41.0,,CureFit,,End to End health and wellness platform.,,,,,2017,Aug_2017.csv,29/08/2017,Consumer Internet,Bangalore,"Accel Partners, IDG Ventures, Kalaari Capital,  UC-RNT fund",Private Equity,"25,000,000",
42.0,,Doxper,,Healthtech IoT platform,,,,,2017,Aug_2017.csv,29/08/2017,Technology,Mumbai,"idal Health, growx ventures, Capier Investments, Globevestor & others",Seed Funding,"750,000",
43.0,,Fieldassist,,SAAS based sales force automation services,,,,,2017,Aug_2017.csv,29/08/2017,Technology,Gurgaon,Small Industries Development Bank of India (SIDBI),Debt Funding,,
44.0,,Treebo,,Budget Hotel Aggregator platform,,,,,2017,Aug_2017.csv,30/08/2017,Consumer Internet,Bangalore,"Ward Ferry Management and Karst Peak Capital,",Private Equity,"34,000,000",
45.0,,MedGenome,,Genomics Research and Diagnostics Solutions,,,,,2017,Aug_2017.csv,30/08/2017,Technology,Bangalore,"Sequoia India, Sofina s.a., Zodius Capital, Kris Gopalakrishnan, Lakshmi Narayanan,",Private Equity,"30,000,000",
1.0,,Strata Enviro,,IoT based air pollution controller,,,,,2017,Dec_2017.csv,1/12/2017,Technology,Mumbai,Scale Minds,Private Equity,,
2.0,,Dunzo,,Daily Task Management Mobile App,,,,,2017,Dec_2017.csv,5/12/2017,Technology,Bangalore,Google,Private Equity,"12,300,000",
3.0,,Tata Housing,,Residential Project,,,,,2017,Dec_2017.csv,5/12/2017,Real Estate,Mumbai,Hines,Private Equity,"23,000,000",
4.0,,HandyTrain,,Mobile Learning Management Platform,,,,,2017,Dec_2017.csv,5/12/2017,Technology,Goa,NB Ventures,Private Equity,"1,000,000",
5.0,,Mobycy,,Bicycle sharing Platform,,,,,2017,Dec_2017.csv,5/12/2017,Technology,Gurgaon,Undisclosed Investors,Seed/Angel Funding,"500,000",
6.0,,Greenlight Planet,,Off-grid solar products platform,,,,,2017,Dec_2017.csv,6/12/2017,Technology,Mumbai,"Apis Partner, Eight Roads Ventures, Bamboo Capital Partners",Private Equity,"60,000,000",
7.0,,Fintobox,,Child Learning & Development Platform,,,,,2017,Dec_2017.csv,6/12/2017,Technology,Chennai,Lightbox,Private Equity,"7,000,000",
8.0,,Mswipe,,Mobile point of sale services provider,,,,,2017,Dec_2017.csv,7/12/2017,Technology,Mumbai,Eduardo Saverin,Private Equity,"10,000,000",
9.0,,The Label Life,,Home Decor and Online Fashion Portal,,,,,2017,Dec_2017.csv,7/12/2017,E-Commerce,Mumbai,Kalpvriksh,Private Equity,"3,100,000",
10.0,,Cygnus Hospitals,,Super speciality Hospitals,,,,,2017,Dec_2017.csv,7/12/2017,Healthcare,Gurgaon,Somerset Indus Capital Ventures,Seed/Angel Funding,"750,000",
11.0,,eShakti,,Women's Fashion Clothing Online Platform,,,,,2017,Dec_2017.csv,7/12/2017,Ecommerce,Chennai,IDG Ventures,Debt Funding,"2,300,000",
12.0,,Inshorts,,Mobile News Curation App,,,,,2017,Dec_2017.csv,8/12/2017,Technology,Noida,Tiger Global,Private Equity,"5,000,000",
13.0,,Vahdam Tea,,Online Platform Selling Indian Tea Globally,,,,,2017,Dec_2017.csv,11/12/2017,E-Commerce,Delhi,"Singapore Angel Network, Mumbai Angel",Private Equity,"1,500,000",
14.0,,Logic Roots,,Educational Platform to Learn Mathematics,,,,,2017,Dec_2017.csv,11/12/2017,Technology,Mumbai,Village Capital,Seed/Angel Funding,"50,000",
15.0,,Project Mudra,,Assisting Visually Impaired to learn through Braille,,,,,2017,Dec_2017.csv,11/12/2017,Technology,Bengaluru,Village Capital,Seed/Angel Funding,"50,000",
16.0,,Furlenco,,Furniture Rental Platform,,,,,2017,Dec_2017.csv,11/12/2017,Technology,Bengaluru,Aamir Khan,Debt Funding,"1,200,000",
17.0,,I Can Stay,,Hotel Aggregator Platform,,,,,2017,Dec_2017.csv,12/12/2017,Technology,Delhi,HT Media,Private Equity,"1,800,000",
18.0,,Fracktal Works,,Platform based on 3D printing and Digital Manufacturing,,,,,2017,Dec_2017.csv,12/12/2017,Technology,Bengaluru,Hyderabad Angels,Seed/Angel Funding,,
19.0,,Simility,,Adaptive Fraud Intelligence Platform,,,,,2017,Dec_2017.csv,12/12/2017,Technology,Hyderabad,Accel Partners,Private Equity,"17,500,000",
20.0,,Shopholix,,Fashion and Lifestyle Coupon Platform,,,,,2017,Dec_2017.csv,12/12/2017,E-Commerce,Gurgaon,Munesh Khanna,Seed/Angel Funding,"233,000",
21.0,,MindTickle,,Gamification Platform to train Sales People,,,,,2017,Dec_2017.csv,13/12/2017,Technology,Pune,Canaan Partners,Private Equity,"27,000,000",
22.0,,Nazara Technologies,,Mobile Games Development Firm,,,,,2017,Dec_2017.csv,13/12/2017,Technology,Mumbai,Rakesh Jhunjhunwala,Private Equity,"27,000,000",
23.0,,DocsApp,,Mobile Application for Doctor Consultation,,,,,2017,Dec_2017.csv,13/12/2017,Technology,Bengaluru,Bessemer Venture Partners,Private Equity,"7,200,000",
24.0,,Capita World,,Artificial Intelligence Platform to Raise Funds,,,,,2017,Dec_2017.csv,13/12/2017,Technology,Mumbai,"Mohan Tanksale, Kiran Shetty, Darshak Shah, Mandar Mhatre",Private Equity,,
25.0,,Tea Box,,Fresh Indian Tea Selling Platform across 112 countries,,,,,2017,Dec_2017.csv,14/12/2017,E-Commerce,Bengaluru,RB Investments,Private Equity,"7,000,000",
26.0,,Transversal Technologies,,Hyperlocal Video Information Sharing Platform,,,,,2017,Dec_2017.csv,14/12/2017,Technology,Bengaluru,Matrix Partners,Private Equity,"6,000,000",
27.0,,Curofy,,Mobile App for Network of Doctors,,,,,2017,Dec_2017.csv,14/12/2017,Technology,Gurgaon,RoundGlass Partners LLC,Seed/Angel Funding,"250,000",
28.0,,HomeLane,,Online Furniture Marketplace,,,,,2017,Dec_2017.csv,14/12/2017,E-Commerce,Bengaluru,"Accel Partners, Sequoia Capital, RB Investments",Private Equity,"10,000,000",
29.0,,WeDoSky,,Provides Business Insights using Drone Imaginary,,,,,2017,Dec_2017.csv,14/12/2017,Technology,Delhi,Mumbai Angels Network,Private Equity,,
30.0,,Purplle,,Beauty Products Online Marketplace,,,,,2017,Dec_2017.csv,15/12/2017,E-Commerce,Mumbai,"Mountain Pain Capital, Suncoast Investments",Seed/Angel Funding,"537,000",
31.0,,Cash Suvidha,,Online Micro-Lending Platform,,,,,2017,Dec_2017.csv,15/12/2017,E-Commerce,Delhi,,Debt Funding,"2,700,000",
