startup_name,city,industry,sub_vertical,investors,investment_type,amount_usd,amount_flag_check_currency,funding_date,founding_date,founders,country,region_group,year_folder,source_file
Grofers,Gurgaon,Hyper-Local Online/Mobile Grocery,,"Tiger Global, Sequoia Capital",Private Equity,35000000.0,False,2015-04-15,,,India,South Asia,2015,Apr_2015.csv
PepperTap,Gurgaon,Hyper-Local Online/Mobile Grocery,,"SAIF Partners, Sequoia Capital",Private Equity,10000000.0,False,2015-04-15,,,India,South Asia,2015,Apr_2015.csv
PolicyBazaar,Gurgaon,Online Policy Aggregator,,"PremjiInvest, Tiger Global, Ribbit Capital",Private Equity,40000000.0,False,2015-04-15,,,India,South Asia,2015,Apr_2015.csv
UrbanClap,New Delhi,Hyperlocal Mobile Services Marketplace,,"SAIF Partners, Accel Partners, Kunal Bahl, Rohit Bansal",Seed Funding,1600000.0,False,2015-04-16,,,India,South Asia,2015,Apr_2015.csv
Taskbob,Mumbai,OnDemandMobile Handyman Services,,"Orios Venture Partners, Mayfield India",Seed Funding,1200000.0,False,2015-04-16,,,India,South Asia,2015,Apr_2015.csv
Robosoft,Udupi,Mobile App Development,,"Ascent Capital, Kalaari Capital",Private Equity,12000000.0,False,2015-04-17,,,India,South Asia,2015,Apr_2015.csv
Doormint,Mumbai,On-Demand Handyman Services,,Powai Lake Ventures,Seed Funding,,False,2015-04-18,,,India,South Asia,2015,Apr_2015.csv
Vyomo,Gurgaon,Beauty & Wellness Mobile App,,YouWeCan Ventures,Seed Funding,,False,2015-04-20,,,India,South Asia,2015,Apr_2015.csv
Pastiwala,Vadodara,Material Collection & Recycling,,Agnus Capital,Private Equity,4000000.0,False,2015-04-20,,,India,South Asia,2015,Apr_2015.csv
1mg (Healthkartplus),Gurgaon,Online Pharmacy & Drug DB,,"Deep Kalra, Sequoia Capital, Omidyar Network, Intel Capital & Kae Capital",Private Equity,6000000.0,False,2015-04-20,,,India,South Asia,2015,Apr_2015.csv
Freshdesk,Chennai,Online / Mobile Customer Support,,"Tiger Global, Google Capital & Accel Partners",Private Equity,50000000.0,False,2015-04-20,,,India,South Asia,2015,Apr_2015.csv
Sulekha.com,Chennai,Online Classifieds & Listings,,GIC ventures,Private Equity,28000000.0,False,2015-04-20,,,India,South Asia,2015,Apr_2015.csv
Eat.Shop.Love,Bangalore,Fashion ECommerce,,Undisclosed Investor,Private Equity,3500000.0,False,2015-04-22,,,India,South Asia,2015,Apr_2015.csv
FindYahan,New Delhi,Hyperlocal services marketplace,,The Phoenix Fund,Private Equity,,False,2015-04-22,,,India,South Asia,2015,Apr_2015.csv
Avanti Learning,New Delhi,Private Coaching Centers,,"Michael & Susan Dell Foundation, Pearson Learning Fund",Private Equity,1500000.0,False,2015-04-22,,,India,South Asia,2015,Apr_2015.csv
Phone Warrior,New Delhi,Spam Call block App,,Lightspeed Ventures,Seed Funding,,False,2015-04-23,,,India,South Asia,2015,Apr_2015.csv
EazyDiner,New Delhi,Restaurant reservation app,,"Deepak Shahdadpuri, Gulpreet Kohli",Seed Funding,,False,2015-04-23,,,India,South Asia,2015,Apr_2015.csv
Jugnoo,Chandigarh,Auto Rickshaw based Logistics,,"Rakesh Mathur, Vikas Taneja & others",Seed Funding,1000000.0,False,2015-04-23,,,India,South Asia,2015,Apr_2015.csv
Happay,Bangalore,business expense management,,AngelPrime,Seed Funding,500000.0,False,2015-04-23,,,India,South Asia,2015,Apr_2015.csv
HeadOut,Bangalore / SFO,Last Minute Travel Deals mobile marketplace,,"Version One Ventures, 500 Startups, Nexus Venture Partners and Arena Ventures",Seed Funding,1800000.0,False,2015-04-23,,,India,South Asia,2015,Apr_2015.csv
Craftstvilla,Mumbai,Ethnic Product eCommerce,,"Sequoia Capital, Nexus venture Partners, Lightspeed Ventures, GFC",Private Equity,18000000.0,False,2015-04-23,,,India,South Asia,2015,Apr_2015.csv
Simplilearn,Bangalore,Online Certification Courses,,"Mayfield Ventures, Kalaari Capital, Helion Ventures",Private Equity,15000000.0,False,2015-04-23,,,India,South Asia,2015,Apr_2015.csv
Coverfox,Mumbai,Online Insurance Aggregator,,"Accel US, Accel India, SAIF Partners.",Private Equity,12000000.0,False,2015-04-24,,,India,South Asia,2015,Apr_2015.csv
Torqus,Pune,Restaurant Management Platform,,S S Mukherji & Others,Seed Funding,350000.0,False,2015-04-27,,,India,South Asia,2015,Apr_2015.csv
Grab,Mumbai,Food Logistics & Delivery,,"Oliphans Capital, Haresh Chawla",Seed Funding,1000000.0,False,2015-04-27,,,India,South Asia,2015,Apr_2015.csv
LogicRoots,Jaipur,Interactive Educational Games,,"Ah! Ventures, Calcutta Angels,  91SpringBoard",Seed Funding,400000.0,False,2015-04-27,,,India,South Asia,2015,Apr_2015.csv
Gibbs,New Delhi,Clean Tech,,Infuse Ventures fund,Private Equity,,False,2015-04-27,,,India,South Asia,2015,Apr_2015.csv
Naaptol.com,Mumbai,Tele-Shopping / eCommerce,,Mitsui & Co & existing investors,Private Equity,21500000.0,False,2015-04-28,,,India,South Asia,2015,Apr_2015.csv
Babajobs,Bangalore,Grey collar Job Board,,SEEK Ltd & affiliates,Private Equity,10000000.0,False,2015-04-28,,,India,South Asia,2015,Apr_2015.csv
Urban Ladder,Bangalore,Online Furniture ecommerce,,"Anand Rajaraman, Venky Harinarayan",Private Equity,,False,2015-04-28,,,India,South Asia,2015,Apr_2015.csv
Jay Robotix,Hyderabad,Robotic Program learning,,Cross Border Angels & others,Seed Funding,250000.0,False,2015-04-28,,,India,South Asia,2015,Apr_2015.csv
Tradelab,Bangalore,Financial Markets Software,,Rainmatter,Seed Funding,400000.0,False,2015-04-29,,,India,South Asia,2015,Apr_2015.csv
Tracxn,Bangalore,Startup Analytics platform,,SAIF Partners,Private Equity,3500000.0,False,2015-04-29,,,India,South Asia,2015,Apr_2015.csv
Dazo,Bangalore,Mobile Food Ordering app,,"Sumit Jain, Aprameya Radhakrishna, Alok Goel, Rajan Anandan, Amit Agrawal, Vinay Goel, Gaurav Munjal, Ashish Dev Kapur",Seed Funding,,False,2015-04-29,,,India,South Asia,2015,Apr_2015.csv
Icertis,Pune / US,Cloud Enterprise Software,,"Greycroft Partners, Fidelity Growth Partners",Private Equity,6000000.0,False,2015-04-29,,,India,South Asia,2015,Apr_2015.csv
Travel Triangle,Noida,Online Travel Marketplace,,"Bessemer Venture Partners, SAIF Partners",Private Equity,8000000.0,False,2015-04-29,,,India,South Asia,2015,Apr_2015.csv
PiQube,Chennai,Hiring Analytics platform,,The HR Fund,Seed Funding,500000.0,False,2015-04-29,,,India,South Asia,2015,Apr_2015.csv
ReGlobe,Gurgaon,Used Gadgets Buy / Refurbishing,,"Bessemer Ventures, Blume Ventures",Seed Funding,1000000.0,False,2015-04-29,,,India,South Asia,2015,Apr_2015.csv
Foodpanda,Gurgaon,Online Food Delivery,,"Goldman Sachs, Rocket Internet",Private Equity,100000000.0,False,2015-05-01,,,India,South Asia,2015,May_2015.csv
Termsheet,Chennai,Fund Raising Platform,,"Anand Vijay, Nipun Dureja, Satyajit Heeralal, Keith Rodricks, Gaurav Lochan, Azmul Haque, Nikhil Bagri",Seed Funding,100000.0,False,2015-05-01,,,India,South Asia,2015,May_2015.csv
World Art Community,Gurgaon,Online Art Marketplace,,Viraj Tyagi & others,Seed Funding,200000.0,False,2015-05-04,,,India,South Asia,2015,May_2015.csv
Applicate,Bangalore,Workforce Management Software,,"Rishi Vasudev, Amit Gupta, Rajiv Nayan",Seed Funding,550000.0,False,2015-05-04,,,India,South Asia,2015,May_2015.csv
SpoonJoy,Bangalore,Online Food Delivery,,SAIF Partners,Seed Funding,1000000.0,False,2015-05-04,,,India,South Asia,2015,May_2015.csv
Seed Schools,Hyderabad,Affordable Education,,Acumen Fund,Seed Funding,650000.0,False,2015-05-05,,,India,South Asia,2015,May_2015.csv
Ignis Careers,Hyderabad,Career Development,,Acumen Fund,Seed Funding,250000.0,False,2015-05-05,,,India,South Asia,2015,May_2015.csv
Square Yards,Gurgaon,Real Estate Advisory,,Undisclosed Investors,Private Equity,6000000.0,False,2015-05-05,,,India,South Asia,2015,May_2015.csv
Fintellix,Bangalore,Banking Analytics Platform,,"IDG Ventures, Sequoia Capital",Private Equity,15000000.0,False,2015-05-05,,,India,South Asia,2015,May_2015.csv
Customer360,Mumbai,Customer Engagement Platform,,Vishwas Patel,Seed Funding,,False,2015-05-05,,,India,South Asia,2015,May_2015.csv
Delhivery,Gurgaon,Ecommerce Logistics,,"Tiger Global Management, Multiples Alternate Asset Management, Nexus Venture Partners, Times Internet",Private Equity,85000000.0,False,2015-05-06,,,India,South Asia,2015,May_2015.csv
Swiggy,Bangalore,Online Food Delivery,,Norwest Venture Partners,Private Equity,15000000.0,False,2015-05-06,,,India,South Asia,2015,May_2015.csv
Uniphore,Chennai,Speech Recognition Solutions,,"IDG Ventures, Kris Gopalakrishnan",Private Equity,,False,2015-05-07,,,India,South Asia,2015,May_2015.csv
Box8,Mumbai,Online Food Delivery,,Mayfield Ventures,Private Equity,3500000.0,False,2015-05-07,,,India,South Asia,2015,May_2015.csv
Toppr,Mumbai,Online Education Platform,,"Fidelity Growth Partners India, SAIF Partners,  Helion Ventures",Private Equity,10000000.0,False,2015-05-07,,,India,South Asia,2015,May_2015.csv
Vedantu,Bangalore,Online Education Platform,,"Accel Partners, Tiger Global Management",Private Equity,5000000.0,False,2015-05-07,,,India,South Asia,2015,May_2015.csv
GrandOpinion,New Delhi,Online Medical Diagnostic,,Florida based Angel investor,Seed Funding,150000.0,False,2015-05-08,,,India,South Asia,2015,May_2015.csv
HealthifyMe,Bangalore,Health & Fitness App,,Micromax Informatics,Private Equity,,False,2015-05-08,,,India,South Asia,2015,May_2015.csv
KleverKid,New Delhi,Online Education Platform,,Aarin Capital Partners,Seed Funding,,False,2015-05-08,,,India,South Asia,2015,May_2015.csv
Uniken,Pune,Online Security Platform,,Exfinity Ventures,Private Equity,2000000.0,False,2015-05-08,,,India,South Asia,2015,May_2015.csv
BuyHatke,Bangalore,Online Product Comparison,,"S.Gopalakrishnan, Beenos",Seed Funding,1000000.0,False,2015-05-08,,,India,South Asia,2015,May_2015.csv
ZapStitch,Bangalore,Cloud Data Integration Platform,,"Helion Venture Partners, Orios Venture Partners",Private Equity,2000000.0,False,2015-05-12,,,India,South Asia,2015,May_2015.csv
Wassup,Chennai,Mobile Laundry Cleaning Service,,"Arun Chandra Mohan, Praveen Sinha",Private Equity,2000000.0,False,2015-05-12,,,India,South Asia,2015,May_2015.csv
Mobiefit,Goa,Mobile Fitness App,,Prototyze,Seed Funding,,False,2015-05-12,,,India,South Asia,2015,May_2015.csv
Plancess,Mumbai,Online Education Platform,,"Rajendra Gogri,  Chandrakant Gogri",Seed Funding,2000000.0,False,2015-05-12,,,India,South Asia,2015,May_2015.csv
WorkHorse,Mumbai,Service-On-Demand Mobile App,,Undisclosed Investors,Seed Funding,,False,2015-05-12,,,India,South Asia,2015,May_2015.csv
Innovaccer,Noida,Intelligent Data Analytics,,"Rajan Anandan, Teru Sato, Aneesh Reddy, Venkatesh Valluri",Seed Funding,,False,2015-05-13,,,India,South Asia,2015,May_2015.csv
MyCuteOffice,Mumbai,Online Office Rental,,Lead Angels,Seed Funding,,False,2015-05-13,,,India,South Asia,2015,May_2015.csv
RedPolka,Mumbai,Online Fashion Aggregator,,Undisclosed Investors,Seed Funding,250000.0,False,2015-05-14,,,India,South Asia,2015,May_2015.csv
IndianRoots.com,Gurgaon,Lifestyle Ecommerce Portal,,KJS Group,Private Equity,5000000.0,False,2015-05-14,,,India,South Asia,2015,May_2015.csv
Venturesity,Bangalore,Online Job skills Showcase,,"Phanindra Sama, Jay Sethuram, Hemant Kanakia, Ravi Trivedi",Seed Funding,270000.0,False,2015-05-15,,,India,South Asia,2015,May_2015.csv
Awaaz De,Ahmedabad,Enterprise Communication Platform,,Samir Shah,Seed Funding,,False,2015-05-18,,,India,South Asia,2015,May_2015.csv
TheBetterIndia.com,Bangalore,Online News Media,,Mohandas Pai,Seed Funding,,False,2015-05-18,,,India,South Asia,2015,May_2015.csv
Trucksfirst,Gurgaon,Trucking Logistic Operations,,SAIF partners,Private Equity,10000000.0,False,2015-05-19,,,India,South Asia,2015,May_2015.csv
Springleap,,,,Cross Border Angels,Seed Funding,800000.0,False,2015-05-19,,,India,South Asia,2015,Feb_2015.csv
Cooey,Bangalore,Health Mobile App,,Subhash Goyal,Seed Funding,470000.0,False,2015-05-19,,,India,South Asia,2015,May_2015.csv
Chaayos,New Delhi,Offline Tea Chain,,Tiger Global Management,Private Equity,1000000.0,False,2015-05-19,,,India,South Asia,2015,May_2015.csv
Akosha,New Delhi,Business Messaging App,,Sequoia Capital,Private Equity,16000000.0,False,2015-05-19,,,India,South Asia,2015,May_2015.csv
MeetUniv,Noida,Online Ed-Tech Platform,,Peesh Venture Capital,Seed Funding,1000000.0,False,2015-05-19,,,India,South Asia,2015,May_2015.csv
Inspirock,,Online Travel Planning,,MakeMyTrip Innovation Fund,Private Equity,,False,2015-05-19,,,India,South Asia,2015,May_2015.csv
Crown-it,Gurgaon,Hyperlocal Mobile Marketplace,,"Accel Partners, Helion Venture Partners",Private Equity,5500000.0,False,2015-05-19,,,India,South Asia,2015,May_2015.csv
Lookup,Bangalore,B2C Messaging App,,Biz Stone,Private Equity,3000000.0,False,2015-05-20,,,India,South Asia,2015,May_2015.csv
Knit,,,,"Rohit Jain, Amit Rambhia & Others",Seed Funding,,False,2015-05-21,,,India,South Asia,2015,Jan_2015.csv
SunTerrace,New Delhi,Rooftop Solar Plants,,Sunergy Investors,Private Equity,,False,2015-05-21,,,India,South Asia,2015,May_2015.csv
Villgro,,,,Michael & Susan Dell Foundation,Seed Funding,3250000.0,False,2015-05-21,,,India,South Asia,2015,Jan_2015.csv
CarDekho,Jaipur,Online Car Portal,,HDFC Bank,Private Equity,,False,2015-05-22,,,India,South Asia,2015,May_2015.csv
Nudgespot,Bangalore,Customer Engagement Platform,,"Kae Capital, Anoop Goyal, Mike Shah, VA Sastry",Seed Funding,625000.0,False,2015-05-22,,,India,South Asia,2015,May_2015.csv
EveningFlavors,Bangalore,Online Table Reservation,,Sandiep Shrivatsava,Seed Funding,500000.0,False,2015-05-22,,,India,South Asia,2015,May_2015.csv
Razorpay,Bangalore,Online Payment Gateway,,Punit Soni,Seed Funding,,False,2015-05-25,,,India,South Asia,2015,May_2015.csv
Newgen Payments,New Delhi,Payments Solution Provider,,Jan Manten,Seed Funding,,False,2015-05-25,,,India,South Asia,2015,May_2015.csv
ZenParent,Bangalore,Parents focused Web Content,,i2india Ventures,Seed Funding,500000.0,False,2015-05-25,,,India,South Asia,2015,May_2015.csv
Renderlogy,Hyderabad,Online Home Décor,,Astarc Ventures,Private Equity,1000000.0,False,2015-05-26,,,India,South Asia,2015,May_2015.csv
Goodbox,Bangalore,On-Demand Business messaging,,Manipal Group,Seed Funding,200000.0,False,2015-05-26,,,India,South Asia,2015,May_2015.csv
UrbanPro,Bangalore,On-demand Service marketplace,,Nirvana Venture Advisors,Private Equity,2000000.0,False,2015-05-26,,,India,South Asia,2015,May_2015.csv
FleetRover,Goa,Logistics Intelligence,,"Tim Chen, Sanjay Venkat",Seed Funding,180000.0,False,2015-05-27,,,India,South Asia,2015,May_2015.csv
Casa2inns,New Delhi,Affordable Hotel Booking Online,,"Accel Partners, Kalaari Capital",Private Equity,5000000.0,False,2015-05-27,,,India,South Asia,2015,May_2015.csv
Postman,Bangalore,API Workflow platform,,Nexus Venture Partners,Seed Funding,1000000.0,False,2015-05-27,,,India,South Asia,2015,May_2015.csv
Zoomcar,Bangalore,Self-driven Car rental,,Sequoia Capital,Private Equity,5000000.0,False,2015-05-28,,,India,South Asia,2015,May_2015.csv
TheKarrier,Bangalore,Last Mile Logistics,,"Sol Primero, Outbox Ventures, Nikunj Jain",Seed Funding,240000.0,False,2015-05-28,,,India,South Asia,2015,May_2015.csv
Truweight,Hyderabad,Weight Management Service,,Kalaari Capital,Private Equity,,False,2015-05-28,,,India,South Asia,2015,May_2015.csv
Ather Energy,Bangalore,Electric Scooter Manufacturer,,Tiger Global,Private Equity,12000000.0,False,2015-05-30,,,India,South Asia,2015,May_2015.csv
Arth DesignBuild,Hyderabad,Architectural Design & Consulting,,Srinivas Tirupati,Seed Funding,500000.0,False,2015-06-01,,,India,South Asia,2015,Jun_2015.csv
Proviera,Chennai,Probiotic Technology Products Manufacturer,,Infuse Ventures,Private Equity,550000.0,False,2015-06-01,,,India,South Asia,2015,Jun_2015.csv
Glamrs,Mumbai,Online Fashion Video Portal,,"Ventureworks India, Blume Ventures, Batlivala & Karani Securities, Nikunj Jhaveri",Private Equity,1000000.0,False,2015-06-01,,,India,South Asia,2015,Jun_2015.csv
CredR,Mumbai,Used two-wheeler Marketplace,,GrowthStory,Seed Funding,,False,2015-06-01,,,India,South Asia,2015,Jun_2015.csv
Eattreatonline,New Delhi,Healthy Food Online Community,,Group of 15 Angel Investors,Seed Funding,350000.0,False,2015-06-01,,,India,South Asia,2015,Jun_2015.csv
Meritnation,New Delhi,Online Learning Platform,,InfoEdge,Private Equity,4000000.0,False,2015-06-01,,,India,South Asia,2015,Jun_2015.csv
Truebil,Mumbai,Used Car Marketplace,,"Kae Capital, Anupam Mittal",Seed Funding,500000.0,False,2015-06-01,,,India,South Asia,2015,Jun_2015.csv
Vyomo,New Delhi,Beauty and Wellness Platform,,Aprameya Radhakrishna,Seed Funding,,False,2015-06-01,,,India,South Asia,2015,Jun_2015.csv
Veeba Foods,New Delhi,Healthy Food Manufacturer,,"DSG Consumer Partners, Saama Capital.",Private Equity,6000000.0,False,2015-06-01,,,India,South Asia,2015,Jun_2015.csv
Karma Healthcare,Udaipur,Tech-enabled Rural Healthcare Services,,Ennovent Impact Investment Holding,Private Equity,,False,2015-06-02,,,India,South Asia,2015,Jun_2015.csv
AllIzHealth,Pune,Preventive Healthcare Services,,Mumbai Angels & Other angel investors,Seed Funding,350000.0,False,2015-06-02,,,India,South Asia,2015,Jun_2015.csv
Saama,Pune / US,Big Data & Analytics Services,,Carrick Capital Partners,Private Equity,35000000.0,False,2015-06-02,,,India,South Asia,2015,Jun_2015.csv
iCustomadeit,Pune,Bespoke Merchandize Marketplace,,"Virendra Shahney, Dr Paresh Doshi",Seed Funding,250000.0,False,2015-06-03,,,India,South Asia,2015,Jun_2015.csv
Arkin Net,Pune / US,Data Center Software platform,,Nexus Venture Partners,Private Equity,15000000.0,False,2015-06-03,,,India,South Asia,2015,Jun_2015.csv
MyTaxiIndia,New Delhi,Online Car Rental Affiliates,,Green House Ventures,Seed Funding,100000.0,False,2015-06-03,,,India,South Asia,2015,Jun_2015.csv
Propstack,Mumbai,Real Estate Intelligence Platform,,DMG Information,Private Equity,3000000.0,False,2015-06-03,,,India,South Asia,2015,Jun_2015.csv
Entropy Innovations,Mumbai,Engineering Innovations,,Mark Mobius & 9 Other Angel investors,Seed Funding,,False,2015-06-03,,,India,South Asia,2015,Jun_2015.csv
Little Black Book Delhi,New Delhi,Online City & Lifestyle Guide,,"Rajan Anandan, Niraj Singh, Sachin Bhatia, Singapore Angel Network & Aseem Vadehra",Seed Funding,150000.0,False,2015-06-03,,,India,South Asia,2015,Jun_2015.csv
MyPoolin,New Delhi,P2P Payments platform,,"Sharad Sharma, Rajan Anandan, Sunil Kalra, Amit Ranjan, Rohan Malhotra,  Arjun Malhotra, Gautam Gandhi",Seed Funding,,False,2015-06-03,,,India,South Asia,2015,Jun_2015.csv
Kaaryah,Gurgaon,Women Lifestyle Marketplace,,Ratan Tata,Seed Funding,,False,2015-06-03,,,India,South Asia,2015,Jun_2015.csv
Flipkart,Bangalore,eCommerce platform,,Morgan Stanley,Private Equity,50000000.0,False,2015-06-04,,,India,South Asia,2015,Jun_2015.csv
Zopper,Mumbai,Hyperlocal Shopping App,,"Tiger Global,  Nirvana Ventures Advisors",Private Equity,20000000.0,False,2015-06-04,,,India,South Asia,2015,Jun_2015.csv
Vidooly,Noida,Video Intelligence Platform,,Bessemer Venture Partners,Private Equity,1000000.0,False,2015-06-04,,,India,South Asia,2015,Jun_2015.csv
Ecom Express,New Delhi,Logistics Solution Provider,,Warburg Pincus,Private Equity,137000000.0,False,2015-06-04,,,India,South Asia,2015,Jun_2015.csv
Jugnoo,Chandigarh,Auto Rickshaw Based Services,,"Snow Leopard, Paytm",Private Equity,5000000.0,False,2015-06-05,,,India,South Asia,2015,Jun_2015.csv
kWatt Solutions,Mumbai,Renewable energy solutions,,,Seed Funding,500000.0,False,2015-06-05,,,India,South Asia,2015,Jun_2015.csv
Medwell Ventures,Bangalore,HealthcareService provider,,"Fidelity Growth Partners, Fidelity Biosciences",Private Equity,10000000.0,False,2015-06-05,,,India,South Asia,2015,Jun_2015.csv
Applied Solar Technologies,Mumbai,Off-grid Solar Power,,"Future Fund,Bessemer Venture, Capricorn Investment and IFC",Private Equity,40000000.0,False,2015-06-08,,,India,South Asia,2015,Jun_2015.csv
PosterGully,New Delhi,Artist / Designer Marketplace,,"Natarajan Iyer,Rajesh Sawhney,  & other Angel investors.",Seed Funding,,False,2015-06-08,,,India,South Asia,2015,Jun_2015.csv
Clovia,New Delhi,Private Label lingerie Ecommerce,,IvyCap Ventures,Private Equity,5000000.0,False,2015-06-09,,,India,South Asia,2015,Jun_2015.csv
Teritree,Bangalore,Digital Marketing Services,,KCL,Seed Funding,140000.0,False,2015-06-09,,,India,South Asia,2015,Jun_2015.csv
Printland,New Delhi,Online Printing Services,,SIDBI Venture Capital Ltd,Private Equity,,False,2015-06-09,,,India,South Asia,2015,Jun_2015.csv
PayMango,Gurgaon,Mobile Commerce Platform,,Group of Angel Investors,Seed Funding,234000.0,False,2015-06-09,,,India,South Asia,2015,Jun_2015.csv
